index,grantee,pilot state owned real property_fy 2017,pilot state owned real property_gov rec original fy 18,pilot state owned real property_gov rec original fy 19,pilot state owned real property_gov rec revised fy 18,pilot state owned real property_gov rec revised fy 19,pilot state owned real property,pilot colleges hospitals_fy 2017,pilot colleges hospitals_gov rec original fy 18,pilot colleges hospitals_gov rec original fy 19,pilot colleges hospitals_gov rec revised fy 18,pilot colleges hospitals_gov rec revised fy 19,pilot colleges hospitals,mashantucket pequot and mohegan fund grant_fy 2017 ,mashantucket pequot and mohegan fund grant_gov rec original fy 18,mashantucket pequot and mohegan fund grant_gov rec original fy 19,mashantucket pequot and mohegan fund grant_gov rec revised fy 18,mashantucket pequot and mohegan fund grant_gov rec revised fy 19,mashantucket pequot and mohegan fund grant,town aid road grant_fy 2017,town aid road grant_gov rec original fy 18,town aid road grant_gov rec original fy 19,town aid road grant_gov rec revised fy 18,town aid road grant_gov rec revised fy 19,town aid road grant,local capital improvement locip _fy 2017,local capital improvement locip _gov rec original fy 18,local capital improvement locip _gov rec original fy 19,local capital improvement locip _gov rec revised fy 18,local capital improvement locip _gov rec revised fy 19,local capital improvement locip _30000000 0,local capital improvement locip ,local capital improvement locip ,adult education _fy 2017,adult education _gov rec original fy 18,adult education _gov rec original fy 19,adult education _gov rec revised fy 18,adult education _gov rec revised fy 19,adult education ,education cost sharing _fy 2017,education cost sharing _gov rec original fy 18,education cost sharing _gov rec original fy 19,education cost sharing _gov rec revised fy 18,education cost sharing _gov rec revised fy 19,education cost sharing _fy 18 ct mirror,education cost sharing ,special education_fy 2017,special education_gov rec original fy 18,special education_gov rec original fy 19,special education_gov rec revised fy 18,special education_gov rec revised fy 19,special education,grants for municipal projects_fy 2017,grants for municipal projects_gov rec original fy 18,grants for municipal projects_gov rec original fy 19,grants for municipal projects_gov rec revised fy 18,grants for municipal projects_gov rec revised fy 19,grants for municipal projects,mrsf municipal revenue sharing grant_fy 2017,mrsf municipal revenue sharing grant_gov rec original fy 18,mrsf municipal revenue sharing grant_gov rec original fy 19,mrsf municipal revenue sharing grant_gov rec revised fy 18,mrsf municipal revenue sharing grant_gov rec revised fy 19,mrsf municipal revenue sharing grant,mrsf additional payment in lieu of taxes _fy 2017,mrsf additional payment in lieu of taxes _gov rec original fy 18,mrsf additional payment in lieu of taxes _gov rec original fy 19,mrsf additional payment in lieu of taxes _gov rec revised fy 18,mrsf additional payment in lieu of taxes _gov rec revised fy 19,mrsf additional payment in lieu of taxes ,mrsf motor vehicle property tax grants_fy 2017,mrsf motor vehicle property tax grants_gov rec original fy 18,mrsf motor vehicle property tax grants_gov rec original fy 19,mrsf motor vehicle property tax grants_gov rec revised fy 18,mrsf motor vehicle property tax grants_gov rec revised fy 19,mrsf motor vehicle property tax grants,mrsf urban stabilization grants_fy 2017,mrsf urban stabilization grants_gov rec original fy 18,mrsf urban stabilization grants_gov rec original fy 19,mrsf urban stabilization grants_gov rec revised fy 18,mrsf urban stabilization grants_gov rec revised fy 19,mrsf urban stabilization grants,total statutory formula aid _fy 2017,total statutory formula aid _gov rec original fy 18,total statutory formula aid _gov rec original fy 19,total statutory formula aid _gov rec revised fy 18,total statutory formula aid _gov rec revised fy 19,total statutory formula aid ,less reimbursement from towns for teachers retirement_fy 2017,less reimbursement from towns for teachers retirement_gov rec original fy 18,less reimbursement from towns for teachers retirement_gov rec original fy 19,less reimbursement from towns for teachers retirement_gov rec revised fy 18,less reimbursement from towns for teachers retirement_gov rec revised fy 19,less reimbursement from towns for teachers retirement,local property tax revenue on hospital real property _fy 2017,local property tax revenue on hospital real property _gov rec original fy 18,local property tax revenue on hospital real property _gov rec original fy 19,local property tax revenue on hospital real property _gov rec revised fy 18,local property tax revenue on hospital real property _gov rec revised fy 19,local property tax revenue on hospital real property ,cumulative total_fy 2017,cumulative total_gov rec original fy 18,cumulative total_gov rec original fy 19,cumulative total_gov rec revised fy 18,cumulative total_gov rec revised fy 19,cumulative total,cumulative total_diff fy 18 gov rec vs gov rec ii,cumulative total_diff fy 19 gov rec vs comm,cumulative total,cumulative total_diff fy 18 gov rec vs fy 17,cumulative total
85,Middletown,2224822.0,2659339.53,2659339.53,2659339.53,2659339.53,,3826085.0,2738066.0,2738066.0,2738066.0,2738066.0,,789316.44,1184573.83,1184573.83,0.0,0.0,,590409.74,590409.74,590409.74,590409.74,590409.74,,0.0,581659.0,370147.0,581659.0,370147.0,0.0105756339491,317269.018474,,1249158.0,1281469.0,1281469.0,1281469.0,1281469.0,,19515825.0,20443378.0,20443378.0,19593166.0,19593166.0,19806993.0,,2387285.0,9157073.0,9157073.0,10254971.0,10254971.0,,1987145.22071,0.0,0.0,0.0,0.0,,964657.0,1388602.0,1388602.0,0.0,0.0,,695770.0,727324.0,727324.0,0.0,0.0,,0.0,1593534.89621,1593534.89621,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,31843188.4007,42345428.9962,42133916.9962,37699080.27,37487568.27,,0.0,-3683211.27468,-3802915.80523,-3614150.43422,-3614150.43422,,0.0,6930771.291,6930771.291,6930771.291,6930771.291,,31843188.4007,45592989.0125,45261772.482,41015701.1268,40804189.1268,,-4577287.88575,-4457583.3552,,9172512.72607,
86,Milford,195096.0,337954.26,337954.26,0.0,0.0,,419820.0,0.0,0.0,0.0,0.0,,251298.96,377139.17,377139.17,0.0,0.0,,587971.84,587971.84,587971.84,587971.84,587971.84,,0.0,644994.0,410450.0,644994.0,410450.0,0.0117271811205,351815.433616,,39547.0,41553.0,41553.0,41553.0,41553.0,,10849101.0,0.0,0.0,0.0,0.0,11234904.0,,972932.0,3992091.0,3992091.0,0.0,0.0,,1344867.7135,0.0,0.0,0.0,0.0,,1880830.0,2707412.0,2707412.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15568532.5135,8689115.27,8454571.27,1274518.84,1039974.84,,0.0,-5581053.80784,-5762438.30528,-5476408.09575,-5476408.09575,,0.0,1471823.4048,1471823.4048,1471823.4048,1471823.4048,,15568532.5135,4579884.86696,4163956.36952,-2730065.85095,-2964609.85095,,-7309950.71791,-7128566.22047,,-18298598.3644,
87,Monroe,46.0,10555.31,10555.31,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21991.86,33846.66,33846.66,0.0,0.0,,352449.49,352449.49,352449.49,352449.49,352449.49,,0.0,246601.0,156928.0,246601.0,156928.0,0.00448366123019,134509.836906,,12713.0,13779.0,13779.0,13779.0,13779.0,,6394518.0,1090703.0,1090703.0,0.0,0.0,6535396.0,,703857.0,1530266.0,1530266.0,0.0,0.0,,179106.089968,0.0,0.0,0.0,0.0,,404221.0,581867.0,581867.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7365045.43997,3860067.46,3770394.46,612829.49,523156.49,,0.0,-3017405.82927,-3115471.65317,-2960828.95463,-2960828.95463,,0.0,0.0,0.0,0.0,0.0,,7365045.43997,842661.63073,654922.806827,-2347999.46463,-2437672.46463,,-3190661.09536,-3092595.27145,,-9713044.90459,
88,Montville,1785473.0,1294698.06,1294698.06,1294698.06,1294698.06,,0.0,0.0,0.0,0.0,0.0,,628630.2,997845.8,997845.8,0.0,0.0,,326816.91,326816.91,326816.91,326816.91,326816.91,,0.0,269690.0,171621.0,269690.0,171621.0,0.00490346185607,147103.855682,,33317.0,33611.0,33611.0,33611.0,33611.0,,12589621.0,10063726.0,10063726.0,9639497.0,9639497.0,12700757.0,,247858.0,3577810.0,3577810.0,4176500.0,4176500.0,,528644.146091,0.0,0.0,0.0,0.0,,401756.0,578318.0,578318.0,0.0,0.0,,25080.0,26217.0,26217.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16319338.2561,17168732.77,17070663.77,15740812.97,15642743.97,,0.0,-2039531.63736,-2105816.50645,-2001290.07083,-2001290.07083,,0.0,0.0,0.0,0.0,0.0,,16319338.2561,15129201.1326,14964847.2635,13739522.8992,13641453.8992,,-1389678.23347,-1323393.36437,,-2579815.35692,
89,Morris,820.0,14238.43,14238.43,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7295.64,11149.74,11149.74,0.0,0.0,,177587.26,177587.26,177587.26,177587.26,177587.26,,0.0,39757.0,25300.0,39757.0,25300.0,0.000722855623167,21685.668695,,0.0,0.0,0.0,0.0,0.0,,102178.0,31500.0,31500.0,31500.0,31500.0,120693.0,,34320.0,121728.0,121728.0,0.0,0.0,,3527.91650002,0.0,0.0,0.0,0.0,,28110.0,40463.0,40463.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,319518.8165,436423.43,421966.43,248844.26,234387.26,,0.0,-281467.576099,-290615.284864,-276190.010975,-276190.010975,,0.0,0.0,0.0,0.0,0.0,,319518.8165,154955.853901,131351.145136,-27345.7509747,-41802.7509747,,-182301.604876,-173153.896111,,-346864.567475,
90,Naugatuck,2998.0,55740.91,55740.91,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,152034.96,231232.32,231232.32,0.0,0.0,,422743.24,422743.24,422743.24,422743.24,422743.24,,0.0,470948.0,299694.0,470948.0,299694.0,0.0085627036753,256881.110259,,204943.0,202559.0,202559.0,202559.0,202559.0,,30280380.0,25693053.0,25693053.0,25997984.0,25997984.0,30450302.0,,690238.0,6256840.0,6256840.0,7690472.0,7690472.0,,341656.065462,0.0,0.0,0.0,0.0,,2405660.0,2251980.0,2251980.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2379895.93229,2379895.93229,0.0,0.0,,0.0,0.0,0.0,1437450.0,1437450.0,,33810415.2655,37964992.4023,37793738.4023,36222156.24,36050902.24,,0.0,-3173612.54851,-3276755.09775,-3114106.7712,-3114106.7712,,0.0,0.0,0.0,0.0,0.0,,33810415.2655,34791379.8538,34516983.3045,33108049.4688,32936795.4688,,-1683330.38498,-1580187.83574,,-702365.796663,
91,New Britain,3276462.0,3593789.7,3593789.7,3593789.7,3593789.7,,2520682.0,0.0,0.0,0.0,0.0,,1447702.08,2172651.87,2172651.87,0.0,0.0,,766611.93,766611.93,766611.93,766611.93,766611.93,,0.0,1840642.0,1171318.0,1840642.0,1171318.0,0.033466268077,1003988.04231,,546113.0,587827.0,587827.0,587827.0,587827.0,,86195269.0,86837819.0,86837819.0,94994875.0,94994875.0,86587194.0,,4039040.0,23602045.0,23602045.0,30449251.0,30449251.0,,1383881.0686,0.0,0.0,0.0,0.0,,5781991.0,3131893.0,3131893.0,0.0,0.0,,1995060.0,2085537.0,2085537.0,0.0,0.0,,0.0,5108889.06061,5108889.06061,0.0,0.0,,0.0,0.0,0.0,4246375.0,4246375.0,,103913772.079,129727705.561,129058381.561,136479371.63,135810047.63,,0.0,-7512821.71941,-7756988.76005,-7371955.02905,-7371955.02905,,0.0,10635325.755,10635325.755,10635325.755,10635325.755,,103913772.079,132850209.596,131936718.556,139742742.356,139073418.356,,6892532.75975,7136699.80039,,35828970.2774,
92,New Canaan,7331.0,24272.66,24272.66,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5909.64,8815.83,8815.83,0.0,0.0,,331605.81,331605.81,331605.81,331605.81,331605.81,,0.0,212802.0,135419.0,212802.0,135419.0,0.00386913304125,116073.991238,,69.0,34.0,34.0,34.0,34.0,,339590.0,0.0,0.0,0.0,0.0,652443.0,,743691.0,116734.0,116734.0,0.0,0.0,,199.894003015,0.0,0.0,0.0,0.0,,168106.0,241985.0,241985.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,852811.344003,936249.3,858866.3,544441.81,467058.81,,0.0,-4198552.69869,-4335005.84848,-4119829.11852,-4119829.11852,,0.0,649204.0,649204.0,649204.0,649204.0,,852811.344003,-2613099.39869,-2826935.54848,-2926183.30852,-3003566.30852,,-313083.909826,-176630.760036,,-3778994.65252,
93,New Fairfield,127.0,12820.94,12820.94,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19221.18,29901.13,29901.13,0.0,0.0,,276666.41,276666.41,276666.41,276666.41,276666.41,,0.0,147247.0,93703.0,147247.0,93703.0,0.00267722217331,80316.6651994,,3961.0,3755.0,3755.0,3755.0,3755.0,,4338569.0,543196.0,543196.0,0.0,0.0,4437563.0,,221010.0,1236958.0,1236958.0,0.0,0.0,,1149.39051734,0.0,0.0,0.0,0.0,,288278.0,414970.0,414970.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4927971.98052,2665514.48,2611970.48,427668.41,374124.41,,0.0,-2069309.70768,-2136562.36538,-2030509.79724,-2030509.79724,,0.0,0.0,0.0,0.0,0.0,,4927971.98052,596204.772321,475408.114616,-1602841.38724,-1656385.38724,,-2199046.15956,-2131793.50186,,-6530813.36776,
94,New Hartford,0.0,12339.02,12339.02,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12585.54,18752.96,18752.96,0.0,0.0,,269713.25,269713.25,269713.25,269713.25,269713.25,,0.0,115666.0,73606.0,115666.0,73606.0,0.00210302131723,63090.639517,,2691.0,2845.0,2845.0,2845.0,2845.0,,3113169.0,1692298.0,1692298.0,1162837.0,1162837.0,3158548.0,,290621.0,1036112.0,1036112.0,619143.0,619143.0,,139174.073067,0.0,0.0,0.0,0.0,,140338.0,202014.0,202014.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3677670.86307,3349740.23,3307680.23,2170204.25,2128144.25,,0.0,-801726.164934,-827782.301019,-786693.662414,-786693.662414,,0.0,0.0,0.0,0.0,0.0,,3677670.86307,2548014.06507,2479897.92898,1383510.58759,1341450.58759,,-1164503.47748,-1138447.3414,,-2294160.27548,
95,New Haven,6013572.0,6172271.48,6172271.48,6172271.48,6172271.48,,40688189.0,30661694.0,30661694.0,30661694.0,30661694.0,,3824318.52,5753352.02,5753352.02,0.0,0.0,,1245503.65,1245503.65,1245503.65,1245503.65,1245503.65,,0.0,2938895.0,1870206.0,2938895.0,1870206.0,0.0534345342115,1603036.02634,,2796517.0,2727038.0,2727038.0,2727038.0,2727038.0,,154301977.0,119477930.0,119477930.0,128015365.0,128015365.0,154692924.0,,3474443.0,33072932.0,33072932.0,42121972.0,42121972.0,,1369122.93689,0.0,0.0,0.0,0.0,,2118290.0,5114863.0,5114863.0,0.0,0.0,,14584940.0,15246372.0,15246372.0,0.0,0.0,,0.0,4278600.88327,4278600.88327,0.0,0.0,,0.0,0.0,0.0,6018606.0,6018606.0,,226942430.107,226689452.033,225620763.033,219901345.13,218832656.13,,0.0,-14966053.6133,-15452451.0226,-14685437.5519,-14685437.5519,,0.0,33773689.8576,33773689.8576,33773689.8576,33773689.8576,,226942430.107,245497088.278,243942001.868,238989597.436,237920908.436,,-6507490.84196,-6021093.43266,,12047167.3288,
96,New London,295665.0,388528.96,388528.96,388528.96,388528.96,,4710585.0,2865506.0,2865506.0,2865506.0,2865506.0,,1146878.04,1739890.85,1739890.85,0.0,0.0,,386996.0,386996.0,386996.0,386996.0,386996.0,,0.0,574317.0,365474.0,574317.0,365474.0,0.010442142841,313264.28523,,1126586.0,1113961.0,1113961.0,1113961.0,1113961.0,,25806077.0,24203252.0,24203252.0,26608457.0,26608457.0,25973336.0,,1171149.0,8449310.0,8449310.0,10799032.0,10799032.0,,33168.5820429,0.0,0.0,0.0,0.0,,750249.0,917228.0,917228.0,0.0,0.0,,1297919.0,1356780.0,1356780.0,0.0,0.0,,0.0,678319.0,678319.0,0.0,0.0,,0.0,0.0,0.0,1342823.0,1342823.0,,35554123.622,42674088.81,42465245.81,44079620.96,43870777.96,,0.0,-2188924.60269,-2260064.74981,-2147881.89254,-2147881.89254,,0.0,5646215.253,5646215.253,5646215.253,5646215.253,,35554123.622,46131379.4603,45851396.3132,47577954.3205,47369111.3205,,1446574.86015,1517715.00727,,12023830.6984,
97,New Milford,194.0,17654.03,17654.03,0.0,0.0,,89321.0,0.0,0.0,0.0,0.0,,50633.88,74366.1,74366.1,0.0,0.0,,556759.0,556759.0,556759.0,556759.0,556759.0,,0.0,353175.0,224747.0,353175.0,224747.0,0.00642137321005,192641.196301,,33326.0,40986.0,40986.0,40986.0,40986.0,,11832806.0,4557577.0,4557577.0,2126347.0,2126347.0,12017507.0,,1185337.0,3112774.0,3112774.0,891544.0,891544.0,,674203.131329,0.0,0.0,0.0,0.0,,565898.0,814597.0,814597.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13803141.0113,9527888.13,9399460.13,3968811.0,3840383.0,,0.0,-3088270.02176,-3188638.93508,-3030364.43141,-3030364.43141,,0.0,753847.7509,753847.7509,753847.7509,753847.7509,,13803141.0113,7193465.85914,6964668.94582,1692294.31949,1563866.31949,,-5501171.53964,-5400802.62633,,-12110846.6918,
98,Newington,560153.0,477113.09,477113.09,0.0,0.0,,1529519.0,1627558.0,1627558.0,0.0,0.0,,163797.48,245693.18,245693.18,0.0,0.0,,415634.0,415634.0,415634.0,415634.0,415634.0,,0.0,384708.0,244814.0,384708.0,244814.0,0.00699470133755,209841.040127,,38839.0,37300.0,37300.0,37300.0,37300.0,,12983806.0,10162029.0,10162029.0,8349789.0,8349789.0,13184049.0,,853380.0,3879121.0,3879121.0,3588893.0,3588893.0,,917868.604674,0.0,0.0,0.0,0.0,,651000.0,937100.0,937100.0,0.0,0.0,,169211.0,176884.0,176884.0,0.0,0.0,,0.0,668057.0,668057.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17429828.0847,19011197.27,18871303.27,12776324.0,12636430.0,,0.0,-3457889.46699,-3570271.02875,-3393053.44891,-3393053.44891,,0.0,2140262.41,2140262.41,2140262.41,2140262.41,,17429828.0847,17693570.213,17441294.6513,11523532.9611,11383638.9611,,-6170037.25192,-6057655.69016,,-5906295.12358,
99,Newtown,733247.0,547349.64,547349.64,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,601341.84,903200.27,903200.27,0.0,0.0,,470707.96,470707.96,470707.96,470707.96,470707.96,,0.0,380724.0,242279.0,380724.0,242279.0,0.00692226486592,207667.945978,,4497.0,4054.0,4054.0,4054.0,4054.0,,4893944.0,969688.0,969688.0,0.0,0.0,5098609.0,,1430462.0,2408508.0,2408508.0,0.0,0.0,,235370.935486,0.0,0.0,0.0,0.0,,572949.0,824747.0,824747.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,335300.43767,335300.43767,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7512057.73549,6844279.30767,6705834.30767,855485.96,717040.96,,0.0,-3917100.43657,-4044406.3753,-3843654.13438,-3843654.13438,,0.0,0.0,0.0,0.0,0.0,,7512057.73549,2927178.8711,2661427.93237,-2988168.17438,-3126613.17438,,-5915347.04548,-5788041.10675,,-10500225.9099,
100,Norfolk,72627.0,46210.46,46210.46,0.0,0.0,,44716.0,22517.0,22517.0,0.0,0.0,,8789.22,13255.72,13255.72,0.0,0.0,,241493.84,241493.84,241493.84,241493.84,241493.84,,0.0,58454.0,37198.0,58454.0,37198.0,0.00106280158454,31884.0475362,,268.0,240.0,240.0,240.0,240.0,,25815.0,4200.0,4200.0,4200.0,4200.0,37905.0,,45679.0,120198.0,120198.0,49681.0,49681.0,,7206.81676828,0.0,0.0,0.0,0.0,,20141.0,28993.0,28993.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,421056.876768,535562.02,514306.02,354068.84,332812.84,,0.0,-152352.015078,-157303.462357,-149495.388775,-149495.388775,,0.0,0.0,0.0,0.0,0.0,,421056.876768,383210.004922,357002.557643,204573.451225,183317.451225,,-178636.553697,-173685.106418,,-216483.425544,
101,North Branford,0.0,3581.09,3581.09,0.0,0.0,,0.0,999.0,999.0,0.0,0.0,,27744.42,40345.85,40345.85,0.0,0.0,,280777.97,280777.97,280777.97,280777.97,280777.97,,0.0,162737.0,103560.0,162737.0,103560.0,0.00295885895684,88765.7687053,,47090.0,41720.0,41720.0,41720.0,41720.0,,8076776.0,4048325.0,4048325.0,3132834.0,3132834.0,8163005.0,,288139.0,1849955.0,1849955.0,1516083.0,1516083.0,,301074.393052,0.0,0.0,0.0,0.0,,292517.0,421072.0,421072.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9025979.78305,6849512.91,6790335.91,5134151.97,5074974.97,,0.0,-1473669.918,-1521564.256,-1446038.35535,-1446038.35535,,0.0,0.0,0.0,0.0,0.0,,9025979.78305,5375842.992,5268771.654,3688113.61465,3628936.61465,,-1687729.37735,-1639835.03935,,-5337866.1684,
102,North Canaan,6827.0,15478.59,15478.59,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14470.5,20842.93,20842.93,0.0,0.0,,187982.64,187982.64,187982.64,187982.64,187982.64,,0.0,53999.0,34363.0,53999.0,34363.0,0.000981801463777,29454.0439133,,0.0,0.0,0.0,0.0,0.0,,2044243.0,825291.0,825291.0,636684.0,636684.0,2035557.0,,61449.0,518290.0,518290.0,454597.0,454597.0,,359718.827819,0.0,0.0,0.0,0.0,,66052.0,95081.0,95081.0,0.0,0.0,,4203.0,4393.0,4393.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2683496.96782,1721358.16,1701722.16,1333262.64,1313626.64,,0.0,-417493.195576,-431061.743036,-409665.126855,-409665.126855,,0.0,0.0,0.0,0.0,0.0,,2683496.96782,1303864.96442,1270660.41696,923597.513145,903961.513145,,-380267.451279,-366698.90382,,-1759899.45467,
103,North Haven,2621.0,74435.89,74435.89,0.0,0.0,,578614.0,448740.0,448740.0,0.0,0.0,,99764.94,149722.92,149722.92,0.0,0.0,,358089.02,358089.02,358089.02,358089.02,358089.02,,0.0,283334.0,180303.0,283334.0,180303.0,0.0051515349532,154546.048596,,7223.0,6692.0,6692.0,6692.0,6692.0,,3842088.0,861329.0,861329.0,0.0,0.0,4016124.0,,1357579.0,2512815.0,2512815.0,453317.0,453317.0,,1445730.18701,0.0,0.0,0.0,0.0,,487882.0,702295.0,702295.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6822012.14701,5397452.83,5294421.83,1101432.02,998401.02,,0.0,-2494713.26139,-2575791.55355,-2447936.96167,-2447936.96167,,0.0,331391.5486,331391.5486,331391.5486,331391.5486,,6822012.14701,3234131.11721,3050021.82505,-1015113.39307,-1118144.39307,,-4249244.51028,-4168166.21812,,-7837125.54007,
104,North Stonington,219.0,14569.43,14569.43,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,555646.74,894609.54,894609.54,0.0,0.0,,240036.49,240036.49,240036.49,240036.49,240036.49,,0.0,88113.0,56072.0,88113.0,56072.0,0.00160205693398,48061.7080193,,7961.0,9502.0,9502.0,9502.0,9502.0,,2834470.0,1143072.0,1143072.0,725303.0,725303.0,2868756.0,,20739.0,488177.0,488177.0,256530.0,256530.0,,0.0,0.0,0.0,0.0,0.0,,107832.0,155222.0,155222.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3746165.23,3033301.46,3001260.46,1319484.49,1287443.49,,0.0,-641730.3417,-662586.6064,-629697.788192,-629697.788192,,0.0,0.0,0.0,0.0,0.0,,3746165.23,2391571.1183,2338673.8536,689786.701808,657745.701808,,-1701784.41649,-1680928.15179,,-3056378.52819,
105,Norwalk,31982.0,322837.63,322837.63,0.0,0.0,,1471056.0,0.0,0.0,0.0,0.0,,539110.44,809074.7,809074.7,0.0,0.0,,894294.23,894294.23,894294.23,894294.23,894294.23,,0.0,1171023.0,745196.0,1171023.0,745196.0,0.0212913590162,638740.770486,,78352.0,78645.0,78645.0,78645.0,78645.0,,11243340.0,11952439.0,11952439.0,13129410.0,13129410.0,11507757.0,,2578266.0,5842488.0,5842488.0,0.0,0.0,,402915.071258,0.0,0.0,0.0,0.0,,3401590.0,4896511.0,4896511.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,765550.0,765550.0,,18062639.7413,25967312.56,25541485.56,16038922.23,15613095.23,,0.0,-9215370.72771,-9514870.68699,-9042580.95267,-9042580.95267,,0.0,9931559.64961,9931559.64961,9931559.64961,9931559.64961,,18062639.7413,26683501.4819,25958174.5226,16927900.9269,16502073.9269,,-9755600.55496,-9456100.59568,,-1134738.81431,
106,Norwich,612634.0,815737.64,815737.64,815737.64,815737.64,,758666.0,0.0,0.0,0.0,0.0,,1262121.96,1965986.38,1965986.38,0.0,0.0,,497815.29,497815.29,497815.29,497815.29,497815.29,,0.0,592126.0,376807.0,592126.0,376807.0,0.0107659433238,322978.299713,,323371.0,319352.0,319352.0,319352.0,319352.0,,36209664.0,33601078.0,33601078.0,35709259.0,35709259.0,36440860.0,,2176226.0,12179222.0,12179222.0,15194844.0,15194844.0,,187131.621535,0.0,0.0,0.0,0.0,,1309943.0,1362971.0,1362971.0,0.0,0.0,,248588.0,259862.0,259862.0,0.0,0.0,,0.0,1534355.42542,1534355.42542,0.0,0.0,,0.0,0.0,0.0,1926794.0,1926794.0,,41409934.8715,53128505.7354,52913186.7354,55055927.93,54840608.93,,0.0,-3331735.20154,-3440016.74405,-3269264.59748,-3269264.59748,,0.0,3846382.47,3846382.47,3846382.47,3846382.47,,41409934.8715,53643153.0039,53319552.4614,55633045.8025,55417726.8025,,1989892.79864,2098174.34114,,14223110.931,
107,Old Lyme,146.0,18626.96,18626.96,0.0,0.0,,2006.0,27539.0,27539.0,0.0,0.0,,9561.42,14374.36,14374.36,0.0,0.0,,229764.34,229764.34,229764.34,229764.34,229764.34,,0.0,90489.0,57584.0,90489.0,57584.0,0.00164525699838,49357.7099515,,0.0,0.0,0.0,0.0,0.0,,247462.0,104700.0,104700.0,104700.0,104700.0,307152.0,,210900.0,266180.0,266180.0,0.0,0.0,,1888.36036891,0.0,0.0,0.0,0.0,,79946.0,115080.0,115080.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,570774.120369,866753.66,833848.66,424953.34,392048.34,,0.0,-1062441.53611,-1096970.93338,-1042520.57585,-1042520.57585,,0.0,0.0,0.0,0.0,0.0,,570774.120369,-195687.876111,-263122.273376,-617567.235854,-650472.235854,,-421879.359743,-387349.962478,,-1188341.35622,
