index,grantee,pilot state owned real property_fy 2017,pilot state owned real property_gov rec original fy 18,pilot state owned real property_gov rec original fy 19,pilot state owned real property_gov rec revised fy 18,pilot state owned real property_gov rec revised fy 19,pilot state owned real property,pilot colleges hospitals_fy 2017,pilot colleges hospitals_gov rec original fy 18,pilot colleges hospitals_gov rec original fy 19,pilot colleges hospitals_gov rec revised fy 18,pilot colleges hospitals_gov rec revised fy 19,pilot colleges hospitals,mashantucket pequot and mohegan fund grant_fy 2017 ,mashantucket pequot and mohegan fund grant_gov rec original fy 18,mashantucket pequot and mohegan fund grant_gov rec original fy 19,mashantucket pequot and mohegan fund grant_gov rec revised fy 18,mashantucket pequot and mohegan fund grant_gov rec revised fy 19,mashantucket pequot and mohegan fund grant,town aid road grant_fy 2017,town aid road grant_gov rec original fy 18,town aid road grant_gov rec original fy 19,town aid road grant_gov rec revised fy 18,town aid road grant_gov rec revised fy 19,town aid road grant,local capital improvement locip _fy 2017,local capital improvement locip _gov rec original fy 18,local capital improvement locip _gov rec original fy 19,local capital improvement locip _gov rec revised fy 18,local capital improvement locip _gov rec revised fy 19,local capital improvement locip _30000000 0,local capital improvement locip ,local capital improvement locip ,adult education _fy 2017,adult education _gov rec original fy 18,adult education _gov rec original fy 19,adult education _gov rec revised fy 18,adult education _gov rec revised fy 19,adult education ,education cost sharing _fy 2017,education cost sharing _gov rec original fy 18,education cost sharing _gov rec original fy 19,education cost sharing _gov rec revised fy 18,education cost sharing _gov rec revised fy 19,education cost sharing _fy 18 ct mirror,education cost sharing ,special education_fy 2017,special education_gov rec original fy 18,special education_gov rec original fy 19,special education_gov rec revised fy 18,special education_gov rec revised fy 19,special education,grants for municipal projects_fy 2017,grants for municipal projects_gov rec original fy 18,grants for municipal projects_gov rec original fy 19,grants for municipal projects_gov rec revised fy 18,grants for municipal projects_gov rec revised fy 19,grants for municipal projects,mrsf municipal revenue sharing grant_fy 2017,mrsf municipal revenue sharing grant_gov rec original fy 18,mrsf municipal revenue sharing grant_gov rec original fy 19,mrsf municipal revenue sharing grant_gov rec revised fy 18,mrsf municipal revenue sharing grant_gov rec revised fy 19,mrsf municipal revenue sharing grant,mrsf additional payment in lieu of taxes _fy 2017,mrsf additional payment in lieu of taxes _gov rec original fy 18,mrsf additional payment in lieu of taxes _gov rec original fy 19,mrsf additional payment in lieu of taxes _gov rec revised fy 18,mrsf additional payment in lieu of taxes _gov rec revised fy 19,mrsf additional payment in lieu of taxes ,mrsf motor vehicle property tax grants_fy 2017,mrsf motor vehicle property tax grants_gov rec original fy 18,mrsf motor vehicle property tax grants_gov rec original fy 19,mrsf motor vehicle property tax grants_gov rec revised fy 18,mrsf motor vehicle property tax grants_gov rec revised fy 19,mrsf motor vehicle property tax grants,mrsf urban stabilization grants_fy 2017,mrsf urban stabilization grants_gov rec original fy 18,mrsf urban stabilization grants_gov rec original fy 19,mrsf urban stabilization grants_gov rec revised fy 18,mrsf urban stabilization grants_gov rec revised fy 19,mrsf urban stabilization grants,total statutory formula aid _fy 2017,total statutory formula aid _gov rec original fy 18,total statutory formula aid _gov rec original fy 19,total statutory formula aid _gov rec revised fy 18,total statutory formula aid _gov rec revised fy 19,total statutory formula aid ,less reimbursement from towns for teachers retirement_fy 2017,less reimbursement from towns for teachers retirement_gov rec original fy 18,less reimbursement from towns for teachers retirement_gov rec original fy 19,less reimbursement from towns for teachers retirement_gov rec revised fy 18,less reimbursement from towns for teachers retirement_gov rec revised fy 19,less reimbursement from towns for teachers retirement,local property tax revenue on hospital real property _fy 2017,local property tax revenue on hospital real property _gov rec original fy 18,local property tax revenue on hospital real property _gov rec original fy 19,local property tax revenue on hospital real property _gov rec revised fy 18,local property tax revenue on hospital real property _gov rec revised fy 19,local property tax revenue on hospital real property ,cumulative total_fy 2017,cumulative total_gov rec original fy 18,cumulative total_gov rec original fy 19,cumulative total_gov rec revised fy 18,cumulative total_gov rec revised fy 19,cumulative total,cumulative total_diff fy 18 gov rec vs gov rec ii,cumulative total_diff fy 19 gov rec vs comm,cumulative total,cumulative total_diff fy 18 gov rec vs fy 17,cumulative total
155,Watertown,15917.0,11661.86,11661.86,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,49622.76,69660.22,69660.22,0.0,0.0,,350996.62,350996.62,350996.62,350996.62,350996.62,,0.0,282876.0,180012.0,282876.0,180012.0,0.00514320766806,154296.230042,,4787.0,4768.0,4768.0,4768.0,4768.0,,11753175.0,8230634.0,8230634.0,7183456.0,7183456.0,11887093.0,,893515.0,3605410.0,3605410.0,3476093.0,3476093.0,,642280.697007,0.0,0.0,0.0,0.0,,453012.0,652100.0,652100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13269791.077,13208106.7,13105242.7,11298189.62,11195325.62,,0.0,-2310070.81794,-2385148.22246,-2266756.59557,-2266756.59557,,0.0,0.0,0.0,0.0,0.0,,13269791.077,10898035.8821,10720094.4775,9031433.02443,8928569.02443,,-1866602.85763,-1791525.45311,,-4238358.05257,
156,West Hartford,0.0,217323.8,217323.8,217323.8,217323.8,,961435.0,734117.0,734117.0,734117.0,734117.0,,130333.5,194501.78,194501.78,0.0,0.0,,686908.0,686908.0,686908.0,686908.0,686908.0,,0.0,792265.0,504169.0,792265.0,504169.0,0.0144048396581,432145.189744,,69469.0,72142.0,72142.0,72142.0,72142.0,,20961352.0,12410193.0,12410193.0,6746914.0,6746914.0,21413081.0,,3589968.0,6140919.0,6140919.0,0.0,0.0,,805784.42208,0.0,0.0,0.0,0.0,,1614320.0,2075223.0,2075223.0,0.0,0.0,,202308.0,211483.0,211483.0,0.0,0.0,,0.0,2506040.0,2506040.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,25431909.9221,26041115.58,25753019.58,9249669.8,8961573.8,,0.0,-8011568.22648,-8271944.55083,-7861349.95393,-7861349.95393,,0.0,0.0,0.0,0.0,0.0,,25431909.9221,18029547.3535,17481075.0292,1388319.84607,1100223.84607,,-16641227.5075,-16380851.1831,,-24043590.076,
157,West Haven,0.0,63554.09,63554.09,63554.09,63554.09,,5008541.0,5461372.0,5461372.0,5461372.0,5461372.0,,640155.12,951618.17,951618.17,0.0,0.0,,616673.0,616673.0,616673.0,616673.0,616673.0,,0.0,1064743.0,677563.0,1064743.0,677563.0,0.0193589924989,580769.774966,,210626.0,206749.0,206749.0,206749.0,206749.0,,45140487.0,41558928.0,41558928.0,43370571.0,43370571.0,45449034.0,,2178033.0,14194437.0,14194437.0,17961379.0,17961379.0,,147516.457895,0.0,0.0,0.0,0.0,,1121850.0,1614877.0,1614877.0,0.0,0.0,,324832.0,339563.0,339563.0,0.0,0.0,,0.0,2255190.0,2255190.0,0.0,0.0,,0.0,0.0,0.0,2539800.0,2539800.0,,53210680.5779,68327704.26,67940524.26,71284841.09,70897661.09,,0.0,-4458509.62074,-4603411.38208,-4374911.80388,-4374911.80388,,0.0,0.0,0.0,0.0,0.0,,53210680.5779,63869194.6393,63337112.8779,66909929.2861,66522749.2861,,3040734.64686,3185636.4082,,13699248.7082,
158,Westbrook,0.0,19342.09,19342.09,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10682.76,16749.14,16749.14,0.0,0.0,,216780.0,216780.0,216780.0,216780.0,216780.0,,0.0,77661.0,49421.0,77661.0,49421.0,0.00141202028701,42360.6086104,,1564.0,1211.0,1211.0,1211.0,1211.0,,70393.0,0.0,0.0,0.0,0.0,125192.0,,161155.0,342848.0,342848.0,0.0,0.0,,267405.012736,0.0,0.0,0.0,0.0,,80601.0,116023.0,116023.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,647425.772736,790614.23,762374.23,295652.0,267412.0,,0.0,-823917.40935,-850694.761867,-808468.817207,-808468.817207,,0.0,380231.852,380231.852,380231.852,380231.852,,647425.772736,346928.67265,291911.320133,-132584.965207,-160824.965207,,-479513.637857,-452736.285341,,-780010.737943,
159,Weston,0.0,4017.46,4017.46,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5978.94,8893.28,8893.28,0.0,0.0,,251770.52,251770.52,251770.52,251770.52,251770.52,,0.0,119606.0,76113.0,119606.0,76113.0,0.00217465778767,65239.7336301,,80.0,80.0,80.0,80.0,80.0,,263431.0,0.0,0.0,0.0,0.0,364157.0,,675941.0,150203.0,150203.0,0.0,0.0,,452.951304704,0.0,0.0,0.0,0.0,,211384.0,304282.0,304282.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,733097.411305,838852.26,795359.26,371456.52,327963.52,,0.0,-2355643.72806,-2432202.25419,-2311475.00584,-2311475.00584,,0.0,0.0,0.0,0.0,0.0,,733097.411305,-1516791.46806,-1636842.99419,-1940018.48584,-1983511.48584,,-423227.017777,-346668.49165,,-2673115.89714,
160,Westport,365527.0,421602.06,421602.06,0.0,0.0,,172387.0,0.0,0.0,0.0,0.0,,17569.86,26431.22,26431.22,0.0,0.0,,388555.76,388555.76,388555.76,388555.76,388555.76,,0.0,268389.0,170793.0,268389.0,170793.0,0.00487980727535,146394.21826,,235.0,155.0,155.0,155.0,155.0,,465334.0,0.0,0.0,0.0,0.0,873442.0,,646975.0,198687.0,198687.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,262402.0,377722.0,377722.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1672010.62,1681542.04,1583946.04,657099.76,559503.76,,0.0,-5877869.68356,-6068900.71019,-5767658.62311,-5767658.62311,,0.0,498961.584,498961.584,498961.584,498961.584,,1672010.62,-3697366.05956,-3985993.08619,-4611597.27911,-4709193.27911,,-914231.219548,-723200.192921,,-6283607.89911,
161,Wethersfield,107242.0,162341.65,162341.65,0.0,0.0,,8592.0,10687.0,10687.0,0.0,0.0,,138041.64,207167.19,207167.19,0.0,0.0,,400727.42,400727.42,400727.42,400727.42,400727.42,,0.0,335505.0,213503.0,335505.0,213503.0,0.00610010000379,183003.000114,,29758.0,31155.0,31155.0,31155.0,31155.0,,9348852.0,10333976.0,10333976.0,8844853.0,8844853.0,9534526.0,,1459539.0,4729254.0,4729254.0,4036809.0,4036809.0,,21785.2565307,0.0,0.0,0.0,0.0,,940267.0,1353493.0,1353493.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,933483.730648,933483.730648,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10995265.3165,18497789.9906,18375787.9906,13649049.42,13527047.42,,0.0,-2801869.77483,-2892930.66736,-2749334.23802,-2749334.23802,,0.0,0.0,0.0,0.0,0.0,,10995265.3165,15695920.2158,15482857.3233,10899715.182,10777713.182,,-4796205.03384,-4705144.14131,,-95550.1345495,
162,Willington,17136.0,29942.04,29942.04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21945.0,33018.63,33018.63,0.0,0.0,,258131.96,258131.96,258131.96,258131.96,258131.96,,0.0,107046.0,68120.0,107046.0,68120.0,0.00194629381084,58388.8143251,,0.0,0.0,0.0,0.0,0.0,,3637161.0,2265922.0,2265922.0,2046603.0,2046603.0,3671435.0,,120305.0,1216932.0,1216932.0,1313853.0,1313853.0,,20018.1084828,0.0,0.0,0.0,0.0,,121568.0,174995.0,174995.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4075960.06848,4085987.63,4047061.63,3725633.96,3686707.96,,0.0,-613739.366992,-633685.923767,-602231.64904,-602231.64904,,0.0,0.0,0.0,0.0,0.0,,4075960.06848,3472248.26301,3413375.70623,3123402.31096,3084476.31096,,-348845.952048,-328899.395273,,-952557.757523,
163,Wilton,330.0,58175.37,58175.37,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7168.92,10967.22,10967.22,0.0,0.0,,316218.11,316218.11,316218.11,316218.11,316218.11,,0.0,206974.0,131710.0,206974.0,131710.0,0.00376316924691,112895.077407,,174.0,145.0,145.0,145.0,145.0,,462941.0,0.0,0.0,0.0,0.0,636369.0,,1054697.0,431204.0,431204.0,0.0,0.0,,307058.453951,0.0,0.0,0.0,0.0,,380234.0,547338.0,547338.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1474124.48395,1571021.7,1495757.7,523337.11,448073.11,,0.0,-3998114.66355,-4128053.56827,-3923149.33077,-3923149.33077,,0.0,0.0,0.0,0.0,0.0,,1474124.48395,-2427092.96355,-2632295.86827,-3399812.22077,-3475076.22077,,-972719.257218,-842780.352501,,-4873936.70472,
164,Winchester,31191.0,71895.15,71895.15,0.0,0.0,,40379.0,22709.0,22709.0,0.0,0.0,,51775.02,78241.7,78241.7,0.0,0.0,,300692.09,300692.09,300692.09,300692.09,300692.09,,0.0,163254.0,103889.0,163254.0,103889.0,0.00296825897086,89047.7691258,,10994.0,10628.0,10628.0,10628.0,10628.0,,8024957.0,5659959.0,5659959.0,5648260.0,5648260.0,8082936.0,,955829.0,3567510.0,3567510.0,4195358.0,4195358.0,,306203.588108,0.0,0.0,0.0,0.0,,224447.0,323087.0,323087.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8990638.69811,10197975.94,10138610.94,10318192.09,10258827.09,,0.0,-594612.274822,-613937.200249,-583463.193115,-583463.193115,,0.0,0.0,0.0,0.0,0.0,,8990638.69811,9603363.66518,9524673.73975,9734728.89689,9675363.89689,,131365.231707,150690.157134,,744090.198777,
165,Windham,2795180.0,3068147.78,3068147.78,3068147.78,3068147.78,,625611.0,0.0,0.0,0.0,0.0,,566206.74,858973.31,858973.31,0.0,0.0,,367295.91,367295.91,367295.91,367295.91,367295.91,,0.0,489230.0,311328.0,489230.0,311328.0,0.00889510417088,266853.125126,,280211.0,276729.0,276729.0,276729.0,276729.0,,26582071.0,25031226.0,25031226.0,28107618.0,28107618.0,26722093.0,,951693.0,7220020.0,7220020.0,9322956.0,9322956.0,,454574.911846,0.0,0.0,0.0,0.0,,513847.0,739671.0,739671.0,0.0,0.0,,1193950.0,1248096.0,1248096.0,0.0,0.0,,0.0,1189751.14523,1189751.14523,0.0,0.0,,0.0,0.0,0.0,1457066.0,1457066.0,,33378947.5618,40489140.1452,40311238.1452,43089042.69,42911140.69,,0.0,-2520455.94238,-2602370.87282,-2473196.96299,-2473196.96299,,0.0,2595773.4912,2595773.4912,2595773.4912,2595773.4912,,33378947.5618,40564457.6941,40304640.7636,43211619.2182,43033717.2182,,2647161.52416,2729076.45459,,9832671.65636,
166,Windsor,0.0,42419.84,42419.84,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,47417.04,68445.78,68445.78,0.0,0.0,,403232.74,403232.74,403232.74,403232.74,403232.74,,0.0,333221.0,212049.0,333221.0,212049.0,0.00605857266914,181757.180074,,57019.0,58218.0,58218.0,58218.0,58218.0,,12130392.0,5961964.0,5961964.0,4099467.0,4099467.0,12321655.0,,1403107.0,4744683.0,4744683.0,3534554.0,3534554.0,,1320999.51893,0.0,0.0,0.0,0.0,,593921.0,854935.0,854935.0,0.0,0.0,,9241.0,9660.0,9660.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14562222.2989,12476779.36,12355607.36,8428692.74,8307520.74,,0.0,-3208290.38838,-3312559.96896,-3148134.39565,-3148134.39565,,0.0,0.0,0.0,0.0,0.0,,14562222.2989,9268488.97162,9043047.39104,5280558.34435,5159386.34435,,-3987930.62727,-3883661.04669,,-9281663.95458,
167,Windsor Locks,25283.0,54309.85,54309.85,54309.85,54309.85,,0.0,0.0,0.0,0.0,0.0,,280382.52,420786.94,420786.94,0.0,0.0,,263451.92,263451.92,263451.92,263451.92,263451.92,,0.0,142213.0,90499.0,142213.0,90499.0,0.00258569476413,77570.8429238,,18615.0,22431.0,22431.0,22431.0,22431.0,,5167806.0,2854676.0,2854676.0,1997326.0,1997326.0,5253389.0,,309463.0,1401177.0,1401177.0,811351.0,811351.0,,1907971.24652,0.0,0.0,0.0,0.0,,256241.0,368853.0,368853.0,0.0,0.0,,31122.0,32533.0,32533.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7950872.68652,5560431.71,5508717.71,3291082.77,3239368.77,,0.0,-1526082.84255,-1575680.60293,-1497468.52861,-1497468.52861,,0.0,0.0,0.0,0.0,0.0,,7950872.68652,4034348.86745,3933037.10707,1793614.24139,1741900.24139,,-2240734.62606,-2191136.86568,,-6157258.44514,
168,Wolcott,0.0,1367.09,1367.09,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,40500.24,60939.42,60939.42,0.0,0.0,,301956.96,301956.96,301956.96,301956.96,301956.96,,0.0,209878.0,133558.0,209878.0,133558.0,0.00381596932563,114479.079769,,4089.0,4249.0,4249.0,4249.0,4249.0,,13423576.0,7699059.0,7699059.0,6783712.0,6783712.0,13518248.0,,670441.0,2328086.0,2328086.0,2281229.0,2281229.0,,234915.85765,0.0,0.0,0.0,0.0,,340859.0,490659.0,490659.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14345897.0576,11096194.47,11019874.47,9581024.96,9504704.96,,0.0,-1830112.21638,-1889590.94496,-1795797.29976,-1795797.29976,,0.0,0.0,0.0,0.0,0.0,,14345897.0576,9266082.25362,9130283.52504,7785227.66024,7708907.66024,,-1480854.59338,-1421375.8648,,-6560669.39741,
169,Woodbridge,0.0,10534.66,10534.66,0.0,0.0,,0.0,56.0,56.0,0.0,0.0,,7384.08,11091.08,11091.08,0.0,0.0,,240645.5,240645.5,240645.5,240645.5,240645.5,,0.0,118215.0,75227.0,118215.0,75227.0,0.00214936684087,64481.0052262,,0.0,0.0,0.0,0.0,0.0,,656185.0,31797.0,31797.0,31797.0,31797.0,724354.0,,332065.0,518259.0,518259.0,0.0,0.0,,29920.3044939,0.0,0.0,0.0,0.0,,247758.0,774418.0,774418.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,276814.554244,276814.554244,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1181892.88449,1981830.79424,1938842.79424,390657.5,347669.5,,0.0,-1288548.19197,-1330426.06562,-1264387.6933,-1264387.6933,,0.0,0.0,0.0,0.0,0.0,,1181892.88449,693282.602275,608416.72862,-873730.193297,-916718.193297,,-1567012.79557,-1525134.92192,,-2055623.07779,
170,Woodbury,194.0,218.94,218.94,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12992.1,19699.28,19699.28,0.0,0.0,,295489.58,295489.58,295489.58,295489.58,295489.58,,0.0,142286.0,90546.0,142286.0,90546.0,0.00258702203883,77610.661165,,0.0,0.0,0.0,0.0,0.0,,1276811.0,668575.0,668575.0,117400.0,117400.0,1347482.0,,329306.0,854259.0,854259.0,0.0,0.0,,56908.1214328,0.0,0.0,0.0,0.0,,200175.0,288147.0,288147.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1842569.80143,2268674.8,2216934.8,555175.58,503435.58,,0.0,-1048371.25028,-1082443.36263,-1028714.11028,-1028714.11028,,0.0,0.0,0.0,0.0,0.0,,1842569.80143,1220303.54972,1134491.43737,-473538.530282,-525278.530282,,-1693842.08001,-1659769.96766,,-2316108.33172,
171,Woodstock,1581.0,4781.47,4781.47,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17280.78,26383.0,26383.0,0.0,0.0,,382032.31,382032.31,382032.31,382032.31,382032.31,,0.0,152991.0,97358.0,152991.0,97358.0,0.00278165869265,83449.7607796,,8946.0,9177.0,9177.0,9177.0,9177.0,,5356542.0,3119420.0,3119420.0,2563786.0,2563786.0,5404268.0,,176292.0,1224941.0,1224941.0,1096907.0,1096907.0,,68766.7268351,0.0,0.0,0.0,0.0,,97708.0,140648.0,140648.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5932856.81684,5060373.78,5004740.78,4204893.31,4149260.31,,0.0,-863427.575916,-891489.010607,-847238.161402,-847238.161402,,0.0,0.0,0.0,0.0,0.0,,5932856.81684,4196946.20408,4113251.76939,3357655.1486,3302022.1486,,-839291.055486,-811229.620796,,-2575201.66824,
172,Bantam (Bor.),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,478.0,304.0,478.0,304.0,8.69092204828e-06,260.727661449,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,478.0,304.0,478.0,304.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,478.0,304.0,478.0,304.0,,0.0,0.0,,478.0,
173,Danielson (Bor.),11973.0,10980.34,10980.34,10980.34,10980.34,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5030.0,3201.0,5030.0,3201.0,9.14546818052e-05,2743.64045415,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2135.0,2232.0,2232.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14108.0,18242.34,16413.34,16010.34,14181.34,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14108.0,18242.34,16413.34,16010.34,14181.34,,-2232.0,-2232.0,,1902.34,
174,Fenwick (Bor.),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1043.19,1043.19,1043.19,1043.19,1043.19,,0.0,1514.0,963.0,1514.0,963.0,2.7527313768e-05,825.81941304,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1043.19,2557.19,2006.19,2557.19,2006.19,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1043.19,2557.19,2006.19,2557.19,2006.19,,0.0,0.0,,1514.0,
175,Groton (City of),56213.0,43160.17,43160.17,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,113531.45,113531.45,113531.45,113531.45,113531.45,,0.0,31256.0,19890.0,31256.0,19890.0,0.000568291756362,17048.7526909,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,169744.45,187947.62,176581.62,144787.45,133421.45,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,169744.45,187947.62,176581.62,144787.45,133421.45,,-43160.17,-43160.17,,-24957.0,
176,Groton Long Point,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5877.0,3740.0,5877.0,3740.0,0.000106854704765,3205.64114296,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5877.0,3740.0,5877.0,3740.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5877.0,3740.0,5877.0,3740.0,,0.0,0.0,,5877.0,
177,Jewett City (Bor.),541.0,354.37,354.37,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,77999.63,77999.63,77999.63,77999.63,77999.63,,0.0,4434.0,2822.0,4434.0,2822.0,8.06183020127e-05,2418.54906038,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,4195.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,82735.63,82788.0,81176.0,82433.63,80821.63,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,82735.63,82788.0,81176.0,82433.63,80821.63,,-354.37,-354.37,,-302.0,
178,Litchfield (Bor.),765.0,287.67,287.67,287.67,287.67,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1263.0,803.0,1263.0,803.0,2.29636706004e-05,688.910118011,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,137.0,143.0,143.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,902.0,1693.67,1233.67,1550.67,1090.67,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,902.0,1693.67,1233.67,1550.67,1090.67,,-143.0,-143.0,,648.67,
179,Newtown (Bor.),129.0,76.26,76.26,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,718.0,457.0,718.0,457.0,1.30545649177e-05,391.636947531,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,129.0,794.26,533.26,718.0,457.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,129.0,794.26,533.26,718.0,457.0,,-76.26,-76.26,,589.0,
